"NOMBRE DEL ATM";"CAMBIOS BASE";"SITE DIEBOLD";"COD DEL CAJERO";"DIRECCION DEL ATM";"TERRITORIAL";"ZONA";"CAJEROS VIP";"CIUDAD";"Código Municipal DANE";"Nombre del  Departamento";"CODIGO DE LA OFICINA";"NOMBRE DE   LA OFICINA";"DIRECCION DE LA OFICINA";"TELEFONO DE LA OFICINA";"PROVEEDOR DE MONITOREO";"MARCA";"MODELO";"TIPO DE PROCESADOR DIEBOLD";"SERIAL  Wincor   Diebold ";"CODIGO DE ACTIVO FIJO";"CARGA";"NIVEL DE PROVISION";"UBICACIÓN ESPECIFICA";"SITE TOPPER";"SEGMENTO";"TIPO DE UBICACIÓN";"TRANSACCIONALIDAD L V";"TRANSACCIONALIDAD FINES DE SEMANA";"PROTECTOR DE TECLADO";"FECHA DE MAQUINA";"FECHA DE ENTRADA EN PRODUCCION EN EL PUNTO";"AÑOS DE LOS CAJEROS";"FECHA DE ENTREGA DE MAQUINA A PUNTO";"TIPO DE ENLACE";"MEDIO PRINCIPAL";"MEDIO DE CONTINGENCIA";"IP";"Gateway";"MASCARA DE RED";"MODULO TELDAT";"PROVEEDOR COMUNICACIONES";"PU";"IDNUM";"DEPOSITARIOS ACTIVOS EFECTIVO";"DEPOSITARIOS ACTIVOS CHEQUE";"TRANSPORTADORA";"CLASIFICACION TDV";"FONDO DE EFECTIVO";"RUTA NOCTURNA";"PRIMER NIVEL";"SEGUNDO NIVEL";"Días de Aseo COLVAPOR";"Fecha Cargue RKL 1";"CUPO DEPOSITARIO";"Nro  Gavetas";"TIPO DE BILLETE";"CUPO AUTORIZADO";"GAVETA 1";"GAVETA 2";"GAVETA 3";"GAVETA 4";"GAVETA 5";"BILLETES DE 50 000   20 000";"BILLETES DE 50 000   20 000   10 000";"ANTISKIMING";"CONFIGURACION ATM";"DIAS DE SERVICIO";"HORARIO DE APERTURA";"HORARIO  DE CIERRE";"HORARIO DE SERVICIO";"METODO CIERRE CONSOLA";"LLAVES";"LLAVE DE SEGURIDAD";"LLAVES SITE 1";"LLAVES SITE 2";"MARCA UPS";"CAPACIDAD UPS";"Medio";"MONITOREO DE ALARMAS";"Proveedor de Vigilancia";"APOYO AL NEGOCIO";"CELULAR";"GERENTE PROMOTOR TRANSACCIONAL";"CONTACTO EN EL PUNTO";"NOMBRE";"TELEFONO";"DIRECCION O CORREO";"GERENTE";"CORREO";"CEL";"SUBGERENTE";"CORREO2";"CEL__1";"CORREO OFICINA";"PAGO DE NOMINAS";"INGRESO TDV";"INGRESO PROVEEDORES";"ANTELACIÓN PARA TRAMITAR PERMISOS";"OBSERVACIONES PARA TRAMITES DE PERMISOS";"ENVIO DATOS DE PROOVEDORES";"FECHA DEL ULTIMO ENVIO";"INGRESO PROVEEDORES DIAS";"INGRESO PROVEEDORES HORAS";"ENVIO DE CORREO";"ANTELACION PARA TRAMITAR PERMISOS";"MULTIVENDOR";"zipcode";"lat";"lon";"total_otros_ATMs"
"Carulla San Nicolás (2526)";NA;"1007";1155;"AV.CALLE 116-35 70F-43";"BOGOTÁ";"Bogotá Norte";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";180;"NIZA";"Avenida Suba No. 125 A 35";"6244100-42-11";"DIEBOLD";"WINCOR";"WINCORD 1500 / 6816 USB";"N/A";"5300539363";"1,30E+11";"FRONTAL";"NIVEL 7";"Supermercado";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"BAJA";"MEDIA";"SI";"29/09/2006";"29/09/2011";13;"N/A";"INDEPENDIENTE";"SATELITE";"3G";"81.128.142.2";"81.128.142.1";"255.255.255.240";"NO APLICA";"LEVEL3";"507";"1807";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"40956";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"14 HORAS (8:00 AM - 10:00 PM)";"N/A";"WINCOR - TRANSPORTADORA";"N/A";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"RECURSOS HUMANOS";"Jairo gantiva";"3216287341-(1)6605200 Ext 4441";" IngresoExternos.Servicios@grupo-exito.com";"ROSA ELVIRA SUAREZ";"elvira.suarez@bbva.com";"3175172757";"JAIME ANDRES AREVALO GARCIA";"jaime.arevalo@bbva.com";"3175031075";"NIZA180.co@bbva.com";NA;"L-D 07:00 a 08:00";"DE DOMINGO A DOMINGO DE  6am a  7 am  preferiblemente los miercoles.";"24 HORAS";"Para proveedores diferentes  a wicnor y Diebold un dia de anticipacion las autorizaciones deben ser enviadas antes de las 03:00 p.m. después de este horario queda sujeto a confirmación por parte del punto.";"CARPETA DIGITALIZADA";"43354";"Dom - Dom";"06:00 - 07:00";"NO";"24 HORAS";"N/A";"111121";4,7008461;-74,0805613;3
"Carulla Santa Lucia (2538)";NA;"126";782;"STA LUCIA 31A  69-65";"NORTE";"Caribe Medio";"N/A";"CARTAGENA";"13 - 001";"Bolívar";423;"LA PLAZUELA";"CALLE 71 No: 29-236 LOCAL 11 Y 12";"6612365";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00182";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Centro Comercial";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"MEDIA";"ALTA";"SI";"07/09/2018";"09/11/2018";0;"43383";"INDEPENDIENTE";"COBRE";"3G";"81.128.29.34";"81.128.29.33";"255.255.255.240";"SI APLICA";"TELEFONICA";"EB1";"5151";"N/A";"N/A";"PROSEGUR";"URBANO";"CARTAGENA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"43385";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE2";"L - D";"N/A";"N/A";"14 HORAS (8:00 AM - 10:00 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"LAMINA";NA;NA;"APEL";"4KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"RECURSOS HUMANOS";"Leonardo Suarez Sanjuan";"(5) 361 51 47";"Leonardo.Suarez@Grupo-Exito.com";"Sulgey Susana Arrieta acosta";"sulgey.arrieta@bbva.com";"3164817650";"GRISELDA CONTRERAS";"griselda.contreras@bbva.com";"3165247563";"LAPLA423.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"24 HORAS";"Para proveedores diferentes  a wicnor y Diebold un dia de anticipacion las autorizaciones deben ser enviadas antes de las 03:00 p.m. después de este horario queda sujeto a confirmación por parte del punto.";"CARPETA DIGITALIZADA";"43354";"Dom - Dom";"06:00 - 23:00";"NO";"24 HORAS";"N/A";NA;10,39202;-75,4802799;17
"Carulla Rincón De La Colina (2569)";NA;"991";1126;"CARRERA 59 152B-75";"BOGOTÁ";"Bogotá Norte";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";138;"COLINA CAMPESTRE";"Carrera 52 No. 137 B 04";"6137451-73-31";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522FDC17224";"1,30E+11";"FRONTAL";"NIVEL 7";"Supermercado";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"ALTA";"ALTA";"SI";"08/07/2011";"23/07/2011";8;"N/A";"INDEPENDIENTE";"SATELITE";"3G";"81.128.139.98";"81.128.139.97";"255.255.255.240";"NO APLICA";"LEVEL3";"3U7";"1387";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"40949";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"14 HORAS (8:00 AM - 10:00 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO - LAMINA";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"RECURSOS HUMANOS";NA;"(1)6605200 Ext 4441";"gestionclientes.carullarincondelacolina@grupo-exito.com-";"ALEXANDER BONILLA MENESES";"alexander.bonilla@bbva.com";"3174022260";"Mauricio Ibañez Fajardo";"mauricio.ibanez@bbva.com";"3165264910";"COLIN138.co@bbva.com";NA;"L-D 07:00 a 08:00";"SIN RESTRICCION";"24 HORAS";"Para proveedores diferentes  a wicnor y Diebold un dia de anticipacion las autorizaciones deben ser enviadas antes de las 03:00 p.m. después de este horario queda sujeto a confirmación por parte del punto.";"CARPETA DIGITALIZADA";"43354";"Dom - Dom";"06:00 - 23:00";"NO";"24 HORAS";"Activo";"111156";4,7411183;-74,0637737;7
"Carvajal 1";NA;"127";263;"Av 1 Mayo con 69.";"BOGOTÁ";"Bogota Sur";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";393;"CARVAJAL";"Avenida Primera de Mayo No. 69c-04";"2604254-2604131-2604101-2620491 FAX 2604246";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300153898";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"09/03/2006";"09/03/2006";13;"N/A";"COMPARTIDO";"FIBRA";"COBRE";"81.128.75.194";"81.128.75.193";"255.255.255.240";"NO APLICA";"TELEFONICA";"AX1";"3931";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"40945";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"VISE";"WINCOR - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;"MGE";"10 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"CARLOS ALBERTO CABUYA PALACIOS";"carlosalberto.cabuya@bbva.com";"3174052517";"LUZ NANCY COLORADO GOMEZ";"luz.colorado@bbva.com";"3164652770";"CARVA393.co@bbva.com";NA;"SIN RESTRICCION";"LUNES A VIERNES ANTES DE LAS 17:30";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"110851";4,6178798;-74,1490335;15
"Carvajal 2";NA;"127";358;"Av 1 Mayo con 69.";"BOGOTÁ";"Bogota Sur";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";393;"CARVAJAL";"Avenida Primera de Mayo No. 69c-04";"2604254-2604131-2604101-2620491 FAX 2604246";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300155331";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"BAJA";"MEDIA";"SI";"09/03/2006";"09/03/2006";13;"N/A";"COMPARTIDO";"FIBRA";"COBRE";"81.128.75.195";"81.128.75.193";"255.255.255.240";"NO APLICA";"TELEFONICA";"AX2";"3932";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"40945";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"VISE";"WINCOR - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;"MGE";"10 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"CARLOS ALBERTO CABUYA PALACIOS";"carlosalberto.cabuya@bbva.com";"3174052517";"LUZ NANCY COLORADO GOMEZ";"luz.colorado@bbva.com";"3164652770";"CARVA393.co@bbva.com";NA;"SIN RESTRICCION";"LUNES A VIERNES ANTES DE LAS 17:30";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"110851";4,6178798;-74,1490335;15
"Castilla";NA;"129";560;"DIAG 8 N  75-25";"BOGOTÁ";"Bogota Sur";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";66;"CIUDAD KENEDY- GH";"Carrera 80 No. 38-52 Sur";"2649721-2732197-4500223 FAX 2649721";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550WH100027";"1,30E+11";"POSTERIOR";"NIVEL 7";"Calle";"PENDIENTE";"REMOTO NIVEL 7";"SAT";"ALTA";"ALTA";"SI";"30/09/2016";"24/04/2017";2;"42846";"INDEPENDIENTE";"FIBRA";"3G";"81.128.3.226";"81.128.3.225";"255.255.255.240";"SI APLICA";"TELEFONICA";"1U1";"661";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"42849";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"VISE";"DIEBOLD - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"SANDRA PATRICIA DIAZ BENITEZ";"sandrapatricia.diaz@bbva.com";"3188832052";"CLAUDIA MARGARITA SANCHEZ BRAVO";"claudiamargari.sanchez@bbva.com";"3188832150";"CKENE066.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"NO SE NECESITA";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";NA;4,6378353;-74,1429387;4
"Caucasia 1";NA;"130";109;"CRA 2 21-35";"NORTE";"Caribe Medio";"N/A";"CAUCASIA";"05 - 154";"Antioquia";271;"CAUCASIA";"CALLE 21 No 16-80";"8393041";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00127";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Oficina";"SITE";"REMOTO NIVEL 7";"EO";"MEDIA";"MEDIA";"SI";"08/02/2018";"11/05/2018";1;"43227";"COMPARTIDO";"COBRE";"FIBRA";"81.128.67.194";"81.128.67.193";"255.255.255.240";"NO APLICA";"TELEFONICA";"7J1";"2711";"N/A";"N/A";"PROSEGUR";"URBANO";"CAUCASIA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"43230";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"N/A";"SI";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";NA;"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"NUBIA MEDINA VILLAMIL";"nubia.medina@bbva.com";"3162996376";"MARIA YAZMIN ARANGO";"MARIA.ARANGO@BBVA.COM";"3175172761";"CAUCA271.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";NA;7,9881196;-75,1920746;7
"Caucasia 2";NA;"130";384;"CARRERA 2 21-35";"NORTE";"Caribe Medio";"N/A";"CAUCASIA";"05 - 154";"Antioquia";271;"CAUCASIA";"CALLE 21 No. 16-80";"8393041";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00114";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Oficina";"SITE";"REMOTO NIVEL 7";"EO";"MEDIA";"MEDIA";"SI";"08/02/2018";"11/05/2018";1;"43227";"COMPARTIDO";"FIBRA";"COBRE";"81.128.67.195";"81.128.67.193";"255.255.255.240";"NO APLICA";"TELEFONICA";"7J2";"2712";"N/A";"N/A";"PROSEGUR";"URBANO";"CAUCASIA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"43230";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"N/A";"SI";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";NA;"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"NUBIA MEDINA VILLAMIL";"nubia.medina@bbva.com";"3162996376";"MARIA YAZMIN ARANGO";"MARIA.ARANGO@BBVA.COM";"3175172761";"CAUCA271.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";NA;7,9881196;-75,1920746;7
"Caucasia 3";NA;"130";299;"CRA 2 21-35";"NORTE";"Caribe Medio";"N/A";"CAUCASIA";"05 - 154";"Antioquia";271;"CAUCASIA";"CALLE 21 No. 16-80";"8393041";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00119";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Oficina";"SITE";"REMOTO NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"08/02/2018";"11/05/2018";1;"43227";"COMPARTIDO";"FIBRA";"COBRE";"81.128.67.196";"81.128.67.193";"255.255.255.240";"NO APLICA";"TELEFONICA";"7J3";"2713";"N/A";"N/A";"PROSEGUR";"URBANO";"CAUCASIA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"43230";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"N/A";"SI";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";NA;"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"NUBIA MEDINA VILLAMIL";"nubia.medina@bbva.com";"3162996376";"MARIA YAZMIN ARANGO";"MARIA.ARANGO@BBVA.COM";"3175172761";"CAUCA271.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";NA;7,9881196;-75,1920746;7
"Cavipetrol";NA;"131";886;"CRA 13  37-51";"BOGOTÁ";"Bogotá Oriental";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";693;"PARQUE NACIONAL";"Carrera 13 No. 38-99";"2880655-2881417-2881274-2888565-2888023";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00037";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Empresa";"SITE";"REMOTO NIVEL 7";"SAT";"MEDIA";"BAJA";"SI";"08/02/2018";"27/02/2018";1;"43154";"INDEPENDIENTE";"FIBRA";"3G";"81.128.14.226";"81.128.14.225";"255.255.255.240";"SI APLICA";"TELEFONICA";"J93";"6933";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"43157";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"HONOR - SUR";"DIEBOLD - TRANSPORTADORA";"LAMINA";NA;NA;"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"Edith Consuelo Pinilla Ortíz";"edith.pinilla@bbva.com";"3162460486";"Glenda Bibiana Maussa Ruiz";"glenda.maussa@bbva.com";"3157635835";"PQNAL693.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";"110311";4,6257661;-74,067623;17
"Cc Caribe Plaza";NA;"584";918;"CARIBE PLAZA CARTAGENA";"NORTE";"Caribe Medio";"N/A";"CARTAGENA";"13 - 001";"Bolívar";694;"SUPEREJECUTIVOS";"AVENIDA PEDRO DE HEREDIA CTO CIAL LOS EJECUTIVOS LOCAL 66";"6613498";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522FH101375";"1,30E+11";"FRONTAL";"NIVEL 7";"Centro Comercial";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"ALTA";"ALTA";"SI";"22/04/2010";"25/05/2010";9;"N/A";"INDEPENDIENTE";"COBRE";"3G";"81.128.0.98";"81.128.0.97";"255.255.255.240";"SI APLICA";"TELEFONICA";"JA7";"6947";"N/A";"N/A";"PROSEGUR";"URBANO";"CARTAGENA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"40913";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ENCARGADO";"Hernando Perez Castilla";"3004913631";"seguridad@cccaribeplaza.com-mantenimiento@cccaribeplaza.com";"ANGELICA FERIA";"angelica.feria@bbva.com";"3174018514";"SANDRA ESTRADA";"SANDRA.ESTRADA@BBVA.COM";"3164047538";"SUPER694.co@bbva.com";NA;"L-D A PARTIR DE LAS 08:00 HASTA LAS 18:00  INDISPENSABLE ACOMPAÑAMIENTO POLICIAL-MILITAR";"se permiten realizar trabajos en el horario de apertura del centro comercial apartir de las 9:00 am  y Si es un trabajo de mantenimiento programado, debe realizarse entre 9pm a 8am.";"N/A";"Remitir formato.  se permiten realizar trabajos en el horario de apertura del centro comercial. en horario de cierre no se deja ingresar.";"CORREO BANCO";"N/A";"Dom - Dom";"09:00 - 20:00";"SI";"SIN ANTELACION";"Activo";NA;10,4134537;-75,529947;9
"CC El Parque Soacha 2";11;"pendiente";1722;"CRA 7 12 - 54 PARQ";"BOGOTÁ";"Bogota Sur";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";85;"UNISUR";"Carrera 3 No. 29 A 02 -  L 1042 Aut. Sur - Soacha";"7223430-7223441-7223452-7223474 FAX 7223484";"DIEBOLD";"DIEBOLD";"INTREPID 5500";"VoyagerHP";"5500BGR00320";"PENDIENTE";"FRONTAL";"NIVEL 7";"Centro Comercial";"SITE";"CENTRO COMERCIAL";"SAT";"MEDIA";"MEDIA";"SI";"07/09/2018";"06/12/2018";0;"43434";"INDEPENDIENTE";"COBRE";"3G";"81.128.17.227";" 81.128.17.225 ";"255.255.255.240 ";"NO APLICA";"TELEFONICA";"2D5";"855";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"43439";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE2";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"ENCARGADO";"(CRA 7 # 12-48 ADMINISTRACION),Lorena Martinez";"3164936574 - 7322292-3108005988 - 7322292";"c.cdelparque@hotmail.com-ccparquesoacha@gestionactivos.com.co";"SILVIA JANETH BUITRAGO GONZALEZ";"silvia.buitrago@bbva.com";"3164812869";"DEIVI JAVIER HERNANDEZ";"deivi.hernandez@bbva.com";"317 4014818";"UNISU085.co@bbva.com";NA;"L-D 07:00 A 13:00";"SIN RESTRICCION";"N/A";"N/A";"DOCBASE";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"111711";4,5812937;-74,2202377;20
"Cc El Pórtico Facatativá";NA;"906";955;"CRA 5 13-50";"CENTRO";"Altiplano";"N/A";"FACATATIVÁ";"25 - 269";"Cundinamarca";382;"FACATATIVA";"Carrera  2 No. 7-165";"(091) 8425130-8423731";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00177";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Centro Comercial";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"MEDIA";"ALTA";"SI";"07/09/2018";"26/10/2018";0;"43392";"INDEPENDIENTE";"COBRE";"3G";"81.128.9.130";"81.128.9.129";"255.255.255.240";"SI APLICA";"TELEFONICA";"AM4";"3824";"N/A";"N/A";"PROSEGUR";"INTERURBANO";"BOGOTA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"43397";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE2";"L - D";"N/A";"N/A";"16 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"ENCARGADO";"katherine Torres";"8438072/3208538823 / 8438072 - 300420204 / 6060303 Ext 128";"admon.elportico@gmail.com";"JOSE BARBA";"jose.barba@bbva.com";"3158317013";"María del Pilar Angel  Villamarin ";"maria.angel@bbva.com";"315 496 9512";"FACAT382.co@bbva.com";NA;"L-D Solicitud para el mismo día antes de las 12:00";"L - V 8:30 - 13:00 -14:00 -17:30- Sábados 9:00 - 13:00";"2 HORAS";"Lunes a viernes de 08:30 a 5:30 pm y Sábados de 9:00 am a 2:00 pm domingos no hay ingreso (con 2 horas de antelación se debe remitir correo para gestionar el ingreso) -CORREO PARA PROVEEDORES DIFERENTES A Wincor y a Diebold.";"CARPETA DIGITALIZADA Y CORREO BANCO";"43354";"Lun - Sab";"08:30 - 17:30";"SI";"2 HORAS";"N/A";NA;4,8176755;-74,3581424;8
